date,shipping_id,status,ship_service_level,estimated_delivery_date,fulfilled_by,update_date
2019-02-17,16055,Delivered to buyer,Expedited,2019-02-21,,
2019-02-17,16056,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16057,Delivered to buyer,Standard,2019-02-22,Quickshift Fulfillment,
2019-02-17,16058,Delivered to buyer,Expedited,2019-02-21,,
2019-02-17,16059,Delivered to buyer,Expedited,2019-02-19,,
2019-02-17,16060,Delivered to buyer,Standard,2019-02-23,Easy Ship,
2019-02-17,16061,Delivered to buyer,Standard,2019-02-24,Shiprocket Fulfillment,
2019-02-17,16062,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16063,Returned,Standard,2019-02-24,DHL,
2019-02-17,16064,Delivered to buyer,Standard,2019-02-23,,
2019-02-17,16065,Cancelled,Standard,,,
2019-02-17,16066,Delivered to buyer,Expedited,2019-02-21,,
2019-02-17,16067,Delivered to buyer,Standard,2019-02-22,,
2019-02-17,16068,Cancelled,Expedited,,,
2019-02-17,16069,Delivered to buyer,Standard,2019-02-24,,
2019-02-17,16070,Delivered to buyer,Expedited,2019-02-21,,
2019-02-17,16071,Delivered to buyer,Expedited,2019-02-19,,
2019-02-17,16072,Delivered to buyer,Standard,2019-02-25,,
2019-02-17,16073,Delivered to buyer,Standard,2019-02-24,DHL,
2019-02-17,16074,Delivered to buyer,Standard,2019-02-23,,
2019-02-17,16075,Delivered to buyer,Standard,2019-02-23,Quickshift Fulfillment,
2019-02-17,16076,Delivered to buyer,Expedited,2019-02-21,,
2019-02-17,16077,Delivered to buyer,Expedited,2019-02-19,,
2019-02-17,16078,Delivered to buyer,Standard,2019-02-23,Easy Ship,
2019-02-17,16079,Delivered to buyer,Standard,2019-02-25,,
2019-02-17,16080,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16081,Delivered to buyer,Standard,2019-02-24,,
2019-02-17,16082,Delivered to buyer,Standard,2019-02-23,DHL,
2019-02-17,16083,Delivered to buyer,Standard,2019-02-25,DHL,
2019-02-17,16084,Delivered to buyer,Standard,2019-02-25,DHL,
2019-02-17,16085,Delivered to buyer,Standard,2019-02-23,Quickshift Fulfillment,
2019-02-17,16086,Delivered to buyer,Expedited,2019-02-19,,
2019-02-17,16087,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16088,Cancelled,Standard,,DHL,
2019-02-17,16089,Delivered to buyer,Expedited,2019-02-21,,
2019-02-17,16090,Cancelled,Standard,,Easy Ship,
2019-02-17,16091,Returned,Expedited,2019-02-21,,
2019-02-17,16092,Delivered to buyer,Standard,2019-02-24,,
2019-02-17,16093,Delivered to buyer,Standard,2019-02-24,Prozo,
2019-02-17,16094,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16095,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16096,Delivered to buyer,Standard,2019-02-23,,
2019-02-17,16097,Cancelled,Expedited,,,
2019-02-17,16098,Delivered to buyer,Standard,2019-02-24,,
2019-02-17,16099,Pending,Expedited,2019-02-20,,
2019-02-17,16100,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16101,Delivered to buyer,Standard,2019-02-23,Prozo,
2019-02-17,16102,Delivered to buyer,Expedited,2019-02-19,,
2019-02-17,16103,Delivered to buyer,Standard,2019-02-23,Easy Ship,
2019-02-17,16104,Delivered to buyer,Expedited,2019-02-19,,
2019-02-17,16105,Delivered to buyer,Expedited,2019-02-19,,
2019-02-17,16106,Delivered to buyer,Standard,2019-02-22,Easy Ship,
2019-02-17,16107,Returned,Expedited,2019-02-21,,
2019-02-17,16108,Delivered to buyer,Standard,2019-02-24,,
2019-02-17,16109,Delivered to buyer,Standard,2019-02-22,,
2019-02-17,16110,Delivered to buyer,Standard,2019-02-24,DHL,
2019-02-17,16111,Delivered to buyer,Standard,2019-02-22,DHL,
2019-02-17,16112,Delivered to buyer,Expedited,2019-02-21,,
2019-02-17,16113,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16114,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16115,Delivered to buyer,Standard,2019-02-22,Shiprocket Fulfillment,
2019-02-17,16116,Delivered to buyer,Standard,2019-02-23,,
2019-02-17,16117,Cancelled,Standard,,Shiprocket Fulfillment,
2019-02-17,16118,Delivered to buyer,Standard,2019-02-24,Quickshift Fulfillment,
2019-02-17,16119,Delivered to buyer,Standard,2019-02-23,Prozo,
2019-02-17,16120,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16121,Returned,Standard,2019-02-23,Quickshift Fulfillment,
2019-02-17,16122,Cancelled,Standard,,Shiprocket Fulfillment,
2019-02-17,16123,Delivered to buyer,Standard,2019-02-23,,
2019-02-17,16124,Delivered to buyer,Expedited,2019-02-21,,
2019-02-17,16125,Cancelled,Standard,,DHL,
2019-02-17,16126,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16127,Delivered to buyer,Standard,2019-02-25,Shiprocket Fulfillment,
2019-02-17,16128,Cancelled,Standard,,Prozo,
2019-02-17,16129,Delivered to buyer,Standard,2019-02-22,Prozo,
2019-02-17,16130,Delivered to buyer,Standard,2019-02-22,Shiprocket Fulfillment,
2019-02-17,16131,Delivered to buyer,Expedited,2019-02-21,,
2019-02-17,16132,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16133,Delivered to buyer,Expedited,2019-02-19,,
2019-02-17,16134,Delivered to buyer,Standard,2019-02-23,,
2019-02-17,16135,Delivered to buyer,Expedited,2019-02-19,,
2019-02-17,16136,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16137,Delivered to buyer,Standard,2019-02-22,Easy Ship,
2019-02-17,16138,Delivered to buyer,Standard,2019-02-25,,
2019-02-17,16139,Delivered to buyer,Standard,2019-02-22,,
2019-02-17,16140,Delivered to buyer,Standard,2019-02-25,,
2019-02-17,16141,Delivered to buyer,Standard,2019-02-25,,
2019-02-17,16142,Delivered to buyer,Standard,2019-02-25,,
2019-02-17,16143,Delivered to buyer,Expedited,2019-02-21,,
2019-02-17,16144,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16145,Cancelled,Standard,,,
2019-02-17,16146,Delivered to buyer,Standard,2019-02-25,DHL,
2019-02-17,16147,Delivered to buyer,Expedited,2019-02-21,,
2019-02-17,16148,Delivered to buyer,Expedited,2019-02-19,,
2019-02-17,16149,Delivered to buyer,Standard,2019-02-24,,
2019-02-17,16150,Cancelled,Standard,,Easy Ship,
2019-02-17,16151,Cancelled,Expedited,,,
2019-02-17,16152,Delivered to buyer,Standard,2019-02-23,Prozo,
2019-02-17,16153,Cancelled,Expedited,,,
2019-02-17,16154,Delivered to buyer,Standard,2019-02-25,Quickshift Fulfillment,
2019-02-17,16155,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16156,Cancelled,Standard,,DHL,
2019-02-17,16157,Delivered to buyer,Standard,2019-02-25,DHL,
2019-02-17,16158,Delivered to buyer,Standard,2019-02-23,Prozo,
2019-02-17,16159,Delivered to buyer,Standard,2019-02-23,,
2019-02-17,16160,Delivered to buyer,Standard,2019-02-25,Easy Ship,
2019-02-17,16161,Delivered to buyer,Standard,2019-02-22,Shiprocket Fulfillment,
2019-02-17,16162,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16163,Delivered to buyer,Standard,2019-02-22,DHL,
2019-02-17,16164,Delivered to buyer,Standard,2019-02-24,Quickshift Fulfillment,
2019-02-17,16165,Delivered to buyer,Expedited,2019-02-19,,
2019-02-17,16166,Cancelled,Standard,,Shiprocket Fulfillment,
2019-02-17,16167,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16168,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16169,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16170,Delivered to buyer,Expedited,2019-02-19,,
2019-02-17,16171,Cancelled,Standard,,Shiprocket Fulfillment,
2019-02-17,16172,Delivered to buyer,Standard,2019-02-23,Easy Ship,
2019-02-17,16173,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16174,Delivered to buyer,Standard,2019-02-24,Easy Ship,
2019-02-17,16175,Delivered to buyer,Standard,2019-02-25,,
2019-02-17,16176,Cancelled,Standard,,,
2019-02-17,16177,Delivered to buyer,Standard,2019-02-25,Prozo,
2019-02-17,16178,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16179,Delivered to buyer,Standard,2019-02-22,Easy Ship,
2019-02-17,16180,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16181,Cancelled,Standard,,Shiprocket Fulfillment,
2019-02-17,16182,Delivered to buyer,Expedited,2019-02-19,,
2019-02-17,16183,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16184,Delivered to buyer,Standard,2019-02-22,Quickshift Fulfillment,
2019-02-17,16185,Delivered to buyer,Standard,2019-02-24,,
2019-02-17,16186,Delivered to buyer,Standard,2019-02-25,DHL,
2019-02-17,16187,Delivered to buyer,Standard,2019-02-24,,
2019-02-17,16188,Delivered to buyer,Expedited,2019-02-21,,
2019-02-17,16189,Delivered to buyer,Expedited,2019-02-21,,
2019-02-17,16190,Delivered to buyer,Standard,2019-02-23,Shiprocket Fulfillment,
2019-02-17,16191,Delivered to buyer,Expedited,2019-02-19,,
2019-02-17,16192,Cancelled,Standard,,Shiprocket Fulfillment,
2019-02-17,16193,Delivered to buyer,Standard,2019-02-25,,
2019-02-17,16194,Cancelled,Standard,,,
2019-02-17,16195,Delivered to buyer,Expedited,2019-02-19,,
2019-02-17,16196,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16197,Cancelled,Expedited,,,
2019-02-17,16198,Delivered to buyer,Standard,2019-02-22,DHL,
2019-02-17,16199,Delivered to buyer,Standard,2019-02-25,Prozo,
2019-02-17,16200,Cancelled,Standard,,,
2019-02-17,16201,Delivered to buyer,Standard,2019-02-24,,
2019-02-17,16202,Delivered to buyer,Standard,2019-02-22,,
2019-02-17,16203,Delivered to buyer,Standard,2019-02-25,,
2019-02-17,16204,Delivered to buyer,Standard,2019-02-23,,
2019-02-17,16205,Cancelled,Standard,,Prozo,
2019-02-17,16206,Delivered to buyer,Expedited,2019-02-19,,
2019-02-17,16207,Delivered to buyer,Standard,2019-02-25,,
2019-02-17,16208,Delivered to buyer,Expedited,2019-02-21,,
2019-02-17,16209,Delivered to buyer,Expedited,2019-02-20,,
2019-02-17,16210,Delivered to buyer,Expedited,2019-02-21,,
2019-02-17,16211,Delivered to buyer,Standard,2019-02-22,Shiprocket Fulfillment,
2019-02-17,16212,Delivered to buyer,Standard,2019-02-22,Prozo,
2019-02-17,16213,Cancelled,Standard,,,
2019-02-17,16214,Delivered to buyer,Standard,2019-02-25,Quickshift Fulfillment,
2019-02-17,16215,Delivered to buyer,Standard,2019-02-23,,
2019-02-18,16216,Delivered to buyer,Standard,2019-02-23,Quickshift Fulfillment,
2019-02-18,16217,Delivered to buyer,Expedited,2019-02-22,,
2019-02-18,16218,Delivered to buyer,Standard,2019-02-24,Easy Ship,
2019-02-18,16219,Delivered to buyer,Expedited,2019-02-22,,
2019-02-18,16220,Delivered to buyer,Standard,2019-02-24,Easy Ship,
2019-02-18,16221,Delivered to buyer,Standard,2019-02-26,Easy Ship,
2019-02-18,16222,Delivered to buyer,Standard,2019-02-26,,
2019-02-18,16223,Delivered to buyer,Standard,2019-02-26,DHL,
2019-02-18,16224,Delivered to buyer,Standard,2019-02-25,Shiprocket Fulfillment,
2019-02-18,16225,Delivered to buyer,Standard,2019-02-24,Prozo,
2019-02-18,16226,Delivered to buyer,Expedited,2019-02-22,,
2019-02-18,16227,Delivered to buyer,Expedited,2019-02-20,,
2019-02-18,16228,Cancelled,Standard,,,
2019-02-18,16229,Delivered to buyer,Standard,2019-02-23,,
2019-02-18,16230,Delivered to buyer,Standard,2019-02-23,DHL,
2019-02-18,16231,Delivered to buyer,Expedited,2019-02-21,,
2019-02-18,16232,Delivered to buyer,Expedited,2019-02-20,,
2019-02-18,16233,Delivered to buyer,Expedited,2019-02-22,,
2019-02-18,16234,Delivered to buyer,Standard,2019-02-26,DHL,
2019-02-18,16235,Delivered to buyer,Expedited,2019-02-22,,
2019-02-18,16236,Delivered to buyer,Expedited,2019-02-20,,
2019-02-18,16237,Delivered to buyer,Expedited,2019-02-22,,
2019-02-18,16238,Delivered to buyer,Standard,2019-02-26,Shiprocket Fulfillment,
2019-02-18,16239,Delivered to buyer,Expedited,2019-02-22,,
2019-02-18,16240,Cancelled,Expedited,,,
2019-02-18,16241,Delivered to buyer,Expedited,2019-02-21,,
2019-02-18,16242,Delivered to buyer,Standard,2019-02-25,,
2019-02-18,16243,Delivered to buyer,Expedited,2019-02-20,,
2019-02-18,16244,Delivered to buyer,Expedited,2019-02-20,,
2019-02-18,16245,Cancelled,Expedited,,,
2019-02-18,16246,Delivered to buyer,Expedited,2019-02-20,,
2019-02-18,16247,Delivered to buyer,Expedited,2019-02-21,,
2019-02-18,16248,Delivered to buyer,Standard,2019-02-26,Shiprocket Fulfillment,
2019-02-18,16249,Delivered to buyer,Expedited,2019-02-20,,
2019-02-18,16250,Delivered to buyer,Standard,2019-02-23,Prozo,
2019-02-18,16251,Delivered to buyer,Standard,2019-02-23,Quickshift Fulfillment,
2019-02-18,16252,Delivered to buyer,Standard,2019-02-23,Quickshift Fulfillment,
2019-02-18,16253,Delivered to buyer,Expedited,2019-02-21,,
2019-02-18,16254,Returned,Expedited,2019-02-22,,
2019-02-18,16255,Cancelled,Expedited,,,
2019-02-18,16256,Delivered to buyer,Expedited,2019-02-21,,
2019-02-18,16257,Pending,Standard,2019-02-24,Shiprocket Fulfillment,
2019-02-18,16258,Delivered to buyer,Standard,2019-02-24,,
2019-02-18,16259,Delivered to buyer,Standard,2019-02-26,DHL,
2019-02-18,16260,Delivered to buyer,Expedited,2019-02-22,,
2019-02-18,16261,Delivered to buyer,Standard,2019-02-24,,
2019-02-18,16262,Delivered to buyer,Expedited,2019-02-22,,
2019-02-18,16263,Delivered to buyer,Expedited,2019-02-22,,
2019-02-18,16264,Returned,Expedited,2019-02-20,,
2019-02-18,16265,Cancelled,Expedited,,,
2019-02-18,16266,Cancelled,Expedited,,,
2019-02-18,16267,Cancelled,Expedited,,,
2019-02-18,16268,Delivered to buyer,Expedited,2019-02-22,,
2019-02-18,16269,Delivered to buyer,Standard,2019-02-25,,
2019-02-18,16270,Delivered to buyer,Standard,2019-02-26,,
2019-02-18,16271,Delivered to buyer,Standard,2019-02-23,,
2019-02-18,16272,Delivered to buyer,Expedited,2019-02-22,,
2019-02-18,16273,Delivered to buyer,Standard,2019-02-23,,
2019-02-18,16274,Delivered to buyer,Expedited,2019-02-22,,
2019-02-18,16275,Delivered to buyer,Standard,2019-02-24,,
2019-02-18,16276,Delivered to buyer,Expedited,2019-02-20,,
2019-02-18,16277,Delivered to buyer,Standard,2019-02-26,,
2019-02-18,16278,Delivered to buyer,Expedited,2019-02-22,,
2019-02-18,16279,Delivered to buyer,Standard,2019-02-24,,
2019-02-18,16280,Delivered to buyer,Expedited,2019-02-22,,
2019-02-18,16281,Delivered to buyer,Expedited,2019-02-20,,
2019-02-18,16282,Delivered to buyer,Expedited,2019-02-20,,
2019-02-18,16283,Delivered to buyer,Expedited,2019-02-21,,
2019-02-18,16284,Delivered to buyer,Expedited,2019-02-20,,
2019-02-18,16285,Delivered to buyer,Expedited,2019-02-21,,
2019-02-18,16286,Delivered to buyer,Expedited,2019-02-20,,
2019-02-18,16287,Delivered to buyer,Standard,2019-02-26,Prozo,
2019-02-18,16288,Cancelled,Expedited,,,
2019-02-18,16289,Delivered to buyer,Expedited,2019-02-22,,
2019-02-19,16290,Delivered to buyer,Expedited,2019-02-22,,
2019-02-19,16291,Delivered to buyer,Standard,2019-02-25,,
2019-02-19,16292,Delivered to buyer,Standard,2019-02-24,,
2019-02-19,16293,Delivered to buyer,Standard,2019-02-24,,
2019-02-19,16294,Delivered to buyer,Expedited,2019-02-23,,
2019-02-19,16295,Pending,Standard,2019-02-26,Easy Ship,
2019-02-19,16296,Delivered to buyer,Expedited,2019-02-23,,
2019-02-19,16297,Delivered to buyer,Expedited,2019-02-22,,
2019-02-19,16298,Cancelled,Standard,,Quickshift Fulfillment,
2019-02-19,16299,Delivered to buyer,Standard,2019-02-24,Easy Ship,
2019-02-19,16300,Delivered to buyer,Expedited,2019-02-23,,
2019-02-19,16301,Cancelled,Standard,,Prozo,
2019-02-19,16302,Delivered to buyer,Standard,2019-02-24,Shiprocket Fulfillment,
2019-02-19,16303,Delivered to buyer,Standard,2019-02-26,Easy Ship,
2019-02-19,16304,Delivered to buyer,Expedited,2019-02-21,,
2019-02-19,16305,Delivered to buyer,Expedited,2019-02-23,,
2019-02-19,16306,Delivered to buyer,Expedited,2019-02-21,,
2019-02-19,16307,Delivered to buyer,Standard,2019-02-27,Easy Ship,
2019-02-19,16308,Delivered to buyer,Expedited,2019-02-22,,
2019-02-19,16309,Delivered to buyer,Standard,2019-02-27,Shiprocket Fulfillment,
2019-02-19,16310,Delivered to buyer,Standard,2019-02-27,,
2019-02-19,16311,Cancelled,Expedited,,,
2019-02-19,16312,Cancelled,Expedited,,,
2019-02-19,16313,Delivered to buyer,Expedited,2019-02-22,,
2019-02-19,16314,Delivered to buyer,Standard,2019-02-25,,
2019-02-19,16315,Delivered to buyer,Standard,2019-02-24,,
2019-02-19,16316,Delivered to buyer,Standard,2019-02-24,,
2019-02-19,16317,Delivered to buyer,Expedited,2019-02-22,,
2019-02-19,16318,Delivered to buyer,Standard,2019-02-27,,
2019-02-19,16319,Delivered to buyer,Expedited,2019-02-23,,
2019-02-19,16320,Delivered to buyer,Standard,2019-02-25,Shiprocket Fulfillment,
2019-02-19,16321,Delivered to buyer,Expedited,2019-02-22,,
2019-02-19,16322,Delivered to buyer,Expedited,2019-02-23,,
2019-02-19,16323,Delivered to buyer,Expedited,2019-02-23,,
2019-02-19,16324,Delivered to buyer,Expedited,2019-02-21,,
2019-02-19,16325,Delivered to buyer,Expedited,2019-02-22,,
2019-02-19,16326,Delivered to buyer,Expedited,2019-02-22,,
2019-02-19,16327,Delivered to buyer,Expedited,2019-02-22,,
2019-02-19,16328,Delivered to buyer,Standard,2019-02-27,Quickshift Fulfillment,
2019-02-19,16329,Delivered to buyer,Standard,2019-02-26,DHL,
2019-02-19,16330,Delivered to buyer,Expedited,2019-02-21,,
2019-02-19,16331,Delivered to buyer,Expedited,2019-02-22,,
2019-02-19,16332,Delivered to buyer,Standard,2019-02-26,,
2019-02-19,16333,Delivered to buyer,Standard,2019-02-24,Prozo,
2019-02-19,16334,Cancelled,Standard,,,
2019-02-19,16335,Delivered to buyer,Expedited,2019-02-22,,
2019-02-19,16336,Delivered to buyer,Standard,2019-02-26,Easy Ship,
2019-02-19,16337,Delivered to buyer,Standard,2019-02-25,Shiprocket Fulfillment,
2019-02-19,16338,Cancelled,Expedited,,,
2019-02-19,16339,Delivered to buyer,Expedited,2019-02-21,,
2019-02-19,16340,Cancelled,Standard,,Quickshift Fulfillment,
2019-02-19,16341,Cancelled,Standard,,Easy Ship,
2019-02-19,16342,Delivered to buyer,Standard,2019-02-24,Easy Ship,
2019-02-19,16343,Delivered to buyer,Expedited,2019-02-23,,
2019-02-19,16344,Delivered to buyer,Standard,2019-02-26,Easy Ship,
2019-02-19,16345,Delivered to buyer,Standard,2019-02-24,Prozo,
2019-02-19,16346,Delivered to buyer,Standard,2019-02-24,Easy Ship,
2019-02-19,16347,Cancelled,Expedited,,,
2019-02-19,16348,Delivered to buyer,Standard,2019-02-25,Prozo,
2019-02-19,16349,Delivered to buyer,Expedited,2019-02-21,,
2019-02-19,16350,Delivered to buyer,Standard,2019-02-27,Easy Ship,
2019-02-19,16351,Delivered to buyer,Standard,2019-02-25,Prozo,
2019-02-19,16352,Delivered to buyer,Expedited,2019-02-22,,
2019-02-19,16353,Delivered to buyer,Expedited,2019-02-23,,
2019-02-19,16354,Delivered to buyer,Expedited,2019-02-23,,
2019-02-19,16355,Cancelled,Expedited,,,
2019-02-19,16356,Delivered to buyer,Expedited,2019-02-21,,
2019-02-19,16357,Delivered to buyer,Expedited,2019-02-21,,
2019-02-19,16358,Delivered to buyer,Expedited,2019-02-22,,
2019-02-19,16359,Delivered to buyer,Standard,2019-02-25,,
2019-02-19,16360,Delivered to buyer,Expedited,2019-02-23,,
2019-02-19,16361,Returned,Standard,2019-02-24,,
2019-02-19,16362,Delivered to buyer,Standard,2019-02-24,Shiprocket Fulfillment,
2019-02-19,16363,Delivered to buyer,Expedited,2019-02-22,,
2019-02-19,16364,Delivered to buyer,Standard,2019-02-26,Prozo,
2019-02-19,16365,Cancelled,Expedited,,,
2019-02-19,16366,Delivered to buyer,Standard,2019-02-26,,
2019-02-19,16367,Delivered to buyer,Standard,2019-02-25,Shiprocket Fulfillment,
2019-02-19,16368,Delivered to buyer,Expedited,2019-02-21,,
2019-02-19,16369,Delivered to buyer,Standard,2019-02-27,,
2019-02-19,16370,Delivered to buyer,Expedited,2019-02-21,,
2019-02-19,16371,Delivered to buyer,Expedited,2019-02-22,,
2019-02-19,16372,Delivered to buyer,Expedited,2019-02-22,,
2019-02-19,16373,Delivered to buyer,Expedited,2019-02-23,,
2019-02-19,16374,Cancelled,Standard,,Shiprocket Fulfillment,
2019-02-19,16375,Delivered to buyer,Expedited,2019-02-21,,
2019-02-19,16376,Cancelled,Expedited,,,
2019-02-19,16377,Delivered to buyer,Standard,2019-02-24,DHL,
2019-02-19,16378,Delivered to buyer,Expedited,2019-02-21,,
2019-02-19,16379,Returned,Standard,2019-02-27,DHL,
2019-02-19,16380,Delivered to buyer,Standard,2019-02-27,,
2019-02-19,16381,Delivered to buyer,Standard,2019-02-25,,
2019-02-19,16382,Delivered to buyer,Standard,2019-02-24,,
2019-02-20,16383,Delivered to buyer,Standard,2019-02-28,DHL,
2019-02-20,16384,Cancelled,Standard,,,
2019-02-20,16385,Delivered to buyer,Expedited,2019-02-24,,
2019-02-20,16386,Delivered to buyer,Expedited,2019-02-23,,
2019-02-20,16387,Delivered to buyer,Standard,2019-02-28,Quickshift Fulfillment,
2019-02-20,16388,Delivered to buyer,Expedited,2019-02-23,,
2019-02-20,16389,Cancelled,Expedited,,,
2019-02-20,16390,Delivered to buyer,Standard,2019-02-26,,
2019-02-20,16391,Delivered to buyer,Expedited,2019-02-23,,
2019-02-20,16392,Delivered to buyer,Expedited,2019-02-24,,
2019-02-20,16393,Cancelled,Expedited,,,
2019-02-20,16394,Delivered to buyer,Expedited,2019-02-24,,
2019-02-20,16395,Delivered to buyer,Standard,2019-02-27,DHL,
2019-02-20,16396,Cancelled,Expedited,,,
2019-02-20,16397,Delivered to buyer,Expedited,2019-02-23,,
2019-02-20,16398,Cancelled,Standard,,DHL,
2019-02-20,16399,Delivered to buyer,Standard,2019-02-26,,
2019-02-20,16400,Delivered to buyer,Expedited,2019-02-23,,
2019-02-20,16401,Delivered to buyer,Expedited,2019-02-22,,
2019-02-20,16402,Delivered to buyer,Expedited,2019-02-24,,
2019-02-20,16403,Delivered to buyer,Standard,2019-02-25,Prozo,
2019-02-20,16404,Delivered to buyer,Standard,2019-02-25,Prozo,
2019-02-20,16405,Delivered to buyer,Standard,2019-02-27,Easy Ship,
2019-02-20,16406,Delivered to buyer,Expedited,2019-02-22,,
2019-02-20,16407,Delivered to buyer,Standard,2019-02-27,Shiprocket Fulfillment,
2019-02-20,16408,Delivered to buyer,Standard,2019-02-28,,
2019-02-20,16409,Delivered to buyer,Standard,2019-02-25,,
2019-02-20,16410,Delivered to buyer,Standard,2019-02-26,Easy Ship,
2019-02-20,16411,Delivered to buyer,Expedited,2019-02-22,,
2019-02-20,16412,Cancelled,Expedited,,,
2019-02-20,16413,Delivered to buyer,Standard,2019-02-28,DHL,
2019-02-20,16414,Delivered to buyer,Standard,2019-02-28,,
2019-02-20,16415,Cancelled,Expedited,,,
2019-02-20,16416,Delivered to buyer,Standard,2019-02-26,,
2019-02-20,16417,Cancelled,Standard,,DHL,
2019-02-20,16418,Delivered to buyer,Standard,2019-02-27,DHL,
2019-02-20,16419,Delivered to buyer,Expedited,2019-02-24,,
2019-02-20,16420,Delivered to buyer,Standard,2019-02-25,Easy Ship,
2019-02-20,16421,Delivered to buyer,Standard,2019-02-26,,
2019-02-20,16422,Delivered to buyer,Standard,2019-02-28,Prozo,
2019-02-20,16423,Returned,Expedited,2019-02-24,,
2019-02-20,16424,Delivered to buyer,Expedited,2019-02-22,,
2019-02-20,16425,Delivered to buyer,Standard,2019-02-28,Shiprocket Fulfillment,
2019-02-20,16426,Delivered to buyer,Expedited,2019-02-24,,
2019-02-20,16427,Delivered to buyer,Expedited,2019-02-23,,
2019-02-20,16428,Delivered to buyer,Expedited,2019-02-24,,
2019-02-20,16429,Delivered to buyer,Standard,2019-02-27,Shiprocket Fulfillment,
2019-02-20,16430,Delivered to buyer,Expedited,2019-02-24,,
2019-02-20,16431,Delivered to buyer,Standard,2019-02-27,Quickshift Fulfillment,
2019-02-20,16432,Delivered to buyer,Standard,2019-02-25,,
2019-02-20,16433,Delivered to buyer,Standard,2019-02-25,DHL,
2019-02-20,16434,Delivered to buyer,Expedited,2019-02-22,,
2019-02-20,16435,Delivered to buyer,Expedited,2019-02-24,,
2019-02-20,16436,Delivered to buyer,Expedited,2019-02-23,,
2019-02-20,16437,Delivered to buyer,Standard,2019-02-26,Quickshift Fulfillment,
2019-02-20,16438,Delivered to buyer,Standard,2019-02-27,Quickshift Fulfillment,
2019-02-20,16439,Delivered to buyer,Standard,2019-02-25,DHL,
2019-02-20,16440,Cancelled,Standard,,Prozo,
2019-02-20,16441,Delivered to buyer,Expedited,2019-02-24,,
2019-02-20,16442,Delivered to buyer,Standard,2019-02-25,,
2019-02-20,16443,Cancelled,Expedited,,,
2019-02-20,16444,Delivered to buyer,Expedited,2019-02-23,,
2019-02-20,16445,Cancelled,Standard,,Prozo,
2019-02-20,16446,Delivered to buyer,Standard,2019-02-28,Easy Ship,
2019-02-20,16447,Delivered to buyer,Expedited,2019-02-23,,
2019-02-20,16448,Delivered to buyer,Standard,2019-02-26,DHL,
2019-02-20,16449,Returned,Expedited,2019-02-22,,
2019-02-20,16450,Returned,Standard,2019-02-27,Easy Ship,
2019-02-20,16451,Delivered to buyer,Expedited,2019-02-22,,
2019-02-20,16452,Delivered to buyer,Standard,2019-02-27,,
2019-02-20,16453,Delivered to buyer,Standard,2019-02-27,,
2019-02-20,16454,Delivered to buyer,Expedited,2019-02-23,,
2019-02-20,16455,Delivered to buyer,Standard,2019-02-28,Shiprocket Fulfillment,
2019-02-20,16456,Cancelled,Expedited,,,
2019-02-20,16457,Returned,Expedited,2019-02-24,,
2019-02-20,16458,Delivered to buyer,Standard,2019-02-28,Easy Ship,
2019-02-20,16459,Delivered to buyer,Expedited,2019-02-22,,
2019-02-20,16460,Cancelled,Expedited,,,
2019-02-20,16461,Delivered to buyer,Expedited,2019-02-23,,
2019-02-20,16462,Delivered to buyer,Standard,2019-02-26,,
2019-02-20,16463,Delivered to buyer,Expedited,2019-02-23,,
2019-02-20,16464,Delivered to buyer,Standard,2019-02-27,,
2019-02-20,16465,Delivered to buyer,Standard,2019-02-27,Prozo,
2019-02-20,16466,Delivered to buyer,Expedited,2019-02-23,,
2019-02-20,16467,Cancelled,Standard,,Quickshift Fulfillment,
2019-02-20,16468,Delivered to buyer,Expedited,2019-02-23,,
2019-02-20,16469,Delivered to buyer,Standard,2019-02-27,,
2019-02-20,16470,Delivered to buyer,Standard,2019-02-28,Prozo,
2019-02-20,16471,Delivered to buyer,Expedited,2019-02-22,,
2019-02-20,16472,Delivered to buyer,Expedited,2019-02-23,,
2019-02-20,16473,Delivered to buyer,Standard,2019-02-26,Easy Ship,
